"","Easting","Northing","Height","Population","i1_SVM","i6_SVM","i11_SVM","iv14_SVM","i1_MRF","i6_MRF","i11_MRF","iv14_MRF","i1_Change","i6_Change","i11_Change","iv14_Change","i1_Energy","i6_Energy","i11_Energy","iv14_Energy"
"12579",738160.338136974,211591.953041127,1642.53271484375,1,2,2,2,2,2,2,2,2,0,0,0,0,0.000958236493715667,0.00573094447635366,0.103774821410548,0.00138318970861369
"12580",739669.718423082,211591.953041127,1382.6748046875,1,2,2,2,2,2,2,2,2,0,0,0,0,0.0785668372709435,0.00575296635911334,0.0789644005256778,0.00137939486185505
"12581",741179.09870919,211591.953041127,1821.33337402344,1,2,2,2,2,1,2,1,2,1,0,1,0,1.22047260848963,0.00576939590770408,1.38607974941109,0.00137417302061455
"12582",742688.478995298,211591.953041127,1882.36853027344,1,2,2,2,2,2,2,2,2,0,0,0,0,0.263721886812123,0.00578053401412665,0.443576514674044,0.175802212250774
"12583",744197.859281406,211591.953041127,1567.7705078125,1,2,2,2,2,2,2,1,2,0,0,1,0,0.200009231014277,0.00578676634307078,1.20011493212111,0.200305979263241
"12584",745707.239567514,211591.953041127,1551.91796875,1,2,2,2,2,2,2,1,2,0,0,1,0,0.207487579874122,0.00578855723934907,1.17782226287742,0.212250883057962
"12585",747216.619853622,211591.953041127,1199.00341796875,1,2,2,2,2,2,2,1,2,0,0,1,0,0.201418595724794,0.125567948503507,1.35168580350944,0.219043683336591
"12586",748726.00013973,211591.953041127,714.14501953125,1,2,2,2,2,2,1,2,2,0,1,0,0,0.106505516087392,1.28941297263915,0.0919083485203109,0.186771744313341
"12587",750235.380425838,211591.953041127,614.1962890625,5,2,2,2,2,2,2,2,2,0,0,0,0,0.00116610492277737,0.125980370983195,0.00133727988737322,0.0451538340157799
"12588",751744.760711946,211591.953041127,482.997253417969,1,2,2,2,2,2,2,2,2,0,0,0,0,0.00118182144313959,0.00576292527254186,0.00134946617799876,0.128160449877844
"12589",753254.140998054,211591.953041127,482.772247314453,1,2,2,2,2,2,2,2,2,0,0,0,0,0.110647395326276,0.00575168796530478,0.00136565180656959,0.155684191264244
