"","Easting","Northing","Height","Population","i1_SVM","i6_SVM","i11_SVM","iv14_SVM","i1_MRF","i6_MRF","i11_MRF","iv14_MRF","i1_Change","i6_Change","i11_Change","iv14_Change","i1_Energy","i6_Energy","i11_Energy","iv14_Energy"
"16301",620428.675820548,249116.639406056,753.379028320312,1,1,2,1,2,1,2,1,2,0,0,0,0,0.0210594873845624,0.330703934869599,0.431133680068957,0.000152159825986705
"16302",621938.056106656,249116.639406056,591.920471191406,1,1,2,1,2,1,1,2,2,0,1,1,0,0.0201554129713554,0.604183583579003,0.344340944497288,0.000123411285879876
"16303",623447.436392764,249116.639406056,498.893005371094,46,1,2,1,2,1,1,2,2,0,1,1,0,0.0187494850580257,0.35484134598678,0.116394516503528,0.000104251561476716
"16304",624956.816678872,249116.639406056,694.194091796875,1,1,2,1,2,1,1,2,2,0,1,1,0,0.0169568356312267,0.622021000231128,0.37893637957392,0.0000936658681578154
"16305",626466.19696498,249116.639406056,769.156494140625,1,1,2,1,2,1,2,1,2,0,0,0,0,0.0152461266867899,0.184483410088176,0.195566881897112,0.0000908899219601945
"16306",627975.577251089,249116.639406056,712.170166015625,1,1,2,1,2,1,2,1,2,0,0,0,0,0.0132996902830915,0.00340088529198806,0.0165678680083376,0.0000953584041063012
"16307",629484.957537197,249116.639406056,748.332153320312,1,1,2,1,2,1,2,1,2,0,0,0,0,0.0114149332426886,0.00343067784224772,0.0186142355576701,0.000106660839466277
"16308",630994.337823305,249116.639406056,613.564331054688,1,1,2,1,2,1,2,1,2,0,0,0,0,0.00967377596195862,0.00346393251959413,0.0209756174613718,0.000124502843699122
"16309",632503.718109413,249116.639406056,683.001281738281,1,1,2,1,2,1,2,1,2,0,0,0,0,0.00812537061257544,0.00350032484519945,0.0237134317171093,0.000148671083429749
"16310",634013.098395521,249116.639406056,690.162963867188,1,1,2,1,2,1,2,1,2,0,0,0,0,0.00679073525871875,0.00353952742749429,0.0268918394190516,0.000179000715523017
"16311",635522.478681629,249116.639406056,771.805297851562,1,1,2,1,2,1,2,1,2,0,0,0,0,0.00567007358640039,0.00358121002863516,0.030577680959241,0.000215344522458083
"16312",637031.858967737,249116.639406056,571.098571777344,1,1,2,2,2,1,2,1,2,0,0,1,0,0.00475005608781203,0.00362503986935483,0.034846710968493,0.000257543436569456
"16313",638541.239253845,249116.639406056,544.804992675781,3,1,2,2,2,1,2,1,2,0,0,1,0,0.00400969851438807,0.00367068218936223,0.0398000161852722,0.000305398633353788
"16314",640050.619539953,249116.639406056,478.588256835938,15,1,2,2,2,1,2,1,2,0,0,1,0,0.00342497866650323,0.00371780107518893,0.0455927824785792,0.000358645846568222
"16315",641559.999826061,249116.639406056,476.36181640625,1,1,2,2,2,1,2,1,2,0,0,1,0,0.0029723171759079,0.532944167327717,0.052474377875802,0.000416932974019378
"16316",643069.380112169,249116.639406056,389.024383544922,67,1,2,2,2,1,1,1,2,0,1,1,0,0.00263080585155856,0.33736134917501,0.0608355738557552,0.000479802349101569
"16317",644578.760398277,249116.639406056,366.239074707031,1,1,2,2,2,1,1,1,2,0,1,1,0,0.00238333434337316,0.489048314344547,0.0689304499662595,0.00054667919084677
"16318",646088.140684385,249116.639406056,383.031433105469,3,1,2,2,2,1,1,1,2,0,1,1,0,0.00221700560799714,0.613589311452185,0.0793052641358038,0.000616867663088819
"16319",647597.520970493,249116.639406056,382.643737792969,29,1,2,2,2,1,1,1,2,0,1,1,0,0.00212322312290904,0.471235844450398,0.0912506096135166,0.000689555641429365
"16320",649106.901256601,249116.639406056,385.950439453125,1,1,2,2,2,1,1,1,2,0,1,1,0,0.00209772625489018,0.53180476246944,0.104933551273396,0.000763828710438698
"16321",650616.281542709,249116.639406056,388.424865722656,1,1,2,2,2,1,1,1,2,0,1,1,0,0.0021407615750338,0.493816445363367,0.120506470999186,0.000838693142453149
"16322",652125.661828817,249116.639406056,394.419067382812,1,1,2,2,2,1,1,1,2,0,1,1,0,0.00225753274049736,0.356924728725429,0.138092501413867,0.000913106736722356
"16323",653635.042114925,249116.639406056,400.730499267578,1,1,2,2,2,1,1,1,2,0,1,1,0,0.00245906233989272,0.291059164717496,0.157765844077909,0.000986015548869963
"16324",655144.422401033,249116.639406056,407.724548339844,35,1,2,2,2,1,1,1,2,0,1,1,0,0.00276361484480253,0.288868049384333,0.179529000507737,0.00105639385110542
